accuracy,frequency,configuration,frequency_start,frequency_end
0.44871794871794873,7.5,1Hz width 11 channels,7,8
0.5256410256410257,8.5,1Hz width 11 channels,8,9
0.5512820512820513,8.5,1Hz width 11 channels,8,9
0.41025641025641024,8.5,1Hz width 11 channels,8,9
0.5384615384615384,8.5,1Hz width 11 channels,8,9
0.5,8.5,1Hz width 11 channels,8,9
0.5256410256410257,8.5,1Hz width 11 channels,8,9
0.5897435897435898,8.5,1Hz width 11 channels,8,9
0.5384615384615384,8.5,1Hz width 11 channels,8,9
0.5128205128205128,8.5,1Hz width 11 channels,8,9
0.6410256410256411,8.5,1Hz width 11 channels,8,9
0.3974358974358974,9.5,1Hz width 11 channels,9,10
0.5,9.5,1Hz width 11 channels,9,10
0.44871794871794873,9.5,1Hz width 11 channels,9,10
0.46153846153846156,9.5,1Hz width 11 channels,9,10
0.5897435897435898,9.5,1Hz width 11 channels,9,10
0.5,9.5,1Hz width 11 channels,9,10
0.5,9.5,1Hz width 11 channels,9,10
0.4358974358974359,9.5,1Hz width 11 channels,9,10
0.47435897435897434,9.5,1Hz width 11 channels,9,10
0.5897435897435898,9.5,1Hz width 11 channels,9,10
0.5128205128205128,10.5,1Hz width 11 channels,10,11
0.5,10.5,1Hz width 11 channels,10,11
0.5641025641025641,10.5,1Hz width 11 channels,10,11
0.5,10.5,1Hz width 11 channels,10,11
0.47435897435897434,10.5,1Hz width 11 channels,10,11
0.48717948717948717,10.5,1Hz width 11 channels,10,11
0.47435897435897434,10.5,1Hz width 11 channels,10,11
0.5769230769230769,10.5,1Hz width 11 channels,10,11
0.5256410256410257,10.5,1Hz width 11 channels,10,11
0.46153846153846156,10.5,1Hz width 11 channels,10,11
0.4230769230769231,11.5,1Hz width 11 channels,11,12
0.5769230769230769,11.5,1Hz width 11 channels,11,12
0.46153846153846156,11.5,1Hz width 11 channels,11,12
0.5256410256410257,11.5,1Hz width 11 channels,11,12
0.5128205128205128,11.5,1Hz width 11 channels,11,12
0.48717948717948717,11.5,1Hz width 11 channels,11,12
0.48717948717948717,11.5,1Hz width 11 channels,11,12
0.5,11.5,1Hz width 11 channels,11,12
0.48717948717948717,11.5,1Hz width 11 channels,11,12
0.5128205128205128,11.5,1Hz width 11 channels,11,12
0.5384615384615384,12.5,1Hz width 11 channels,12,13
0.5256410256410257,12.5,1Hz width 11 channels,12,13
0.46153846153846156,12.5,1Hz width 11 channels,12,13
0.5128205128205128,12.5,1Hz width 11 channels,12,13
0.5384615384615384,12.5,1Hz width 11 channels,12,13
0.358974358974359,12.5,1Hz width 11 channels,12,13
0.5256410256410257,12.5,1Hz width 11 channels,12,13
0.44871794871794873,12.5,1Hz width 11 channels,12,13
0.5128205128205128,12.5,1Hz width 11 channels,12,13
0.47435897435897434,12.5,1Hz width 11 channels,12,13
0.48717948717948717,13.5,1Hz width 11 channels,13,14
0.5512820512820513,13.5,1Hz width 11 channels,13,14
0.48717948717948717,13.5,1Hz width 11 channels,13,14
0.4358974358974359,13.5,1Hz width 11 channels,13,14
0.44871794871794873,13.5,1Hz width 11 channels,13,14
0.44871794871794873,13.5,1Hz width 11 channels,13,14
0.6410256410256411,13.5,1Hz width 11 channels,13,14
0.5,13.5,1Hz width 11 channels,13,14
0.47435897435897434,13.5,1Hz width 11 channels,13,14
0.5512820512820513,13.5,1Hz width 11 channels,13,14
0.41025641025641024,14.5,1Hz width 11 channels,14,15
0.4230769230769231,14.5,1Hz width 11 channels,14,15
0.5,14.5,1Hz width 11 channels,14,15
0.5,14.5,1Hz width 11 channels,14,15
0.3974358974358974,14.5,1Hz width 11 channels,14,15
0.5128205128205128,14.5,1Hz width 11 channels,14,15
0.5256410256410257,14.5,1Hz width 11 channels,14,15
0.5769230769230769,14.5,1Hz width 11 channels,14,15
0.4358974358974359,14.5,1Hz width 11 channels,14,15
0.5512820512820513,14.5,1Hz width 11 channels,14,15
0.4358974358974359,15.5,1Hz width 11 channels,15,16
0.6282051282051282,15.5,1Hz width 11 channels,15,16
0.46153846153846156,15.5,1Hz width 11 channels,15,16
0.5128205128205128,15.5,1Hz width 11 channels,15,16
0.5128205128205128,15.5,1Hz width 11 channels,15,16
0.5256410256410257,15.5,1Hz width 11 channels,15,16
0.5641025641025641,15.5,1Hz width 11 channels,15,16
0.48717948717948717,15.5,1Hz width 11 channels,15,16
0.5128205128205128,15.5,1Hz width 11 channels,15,16
0.5128205128205128,15.5,1Hz width 11 channels,15,16
0.5256410256410257,5.5,3Hz width 11 channels,4,7
0.47435897435897434,5.5,3Hz width 11 channels,4,7
0.5,5.5,3Hz width 11 channels,4,7
0.5512820512820513,5.5,3Hz width 11 channels,4,7
0.5128205128205128,5.5,3Hz width 11 channels,4,7
0.6153846153846154,5.5,3Hz width 11 channels,4,7
0.48717948717948717,5.5,3Hz width 11 channels,4,7
0.5,5.5,3Hz width 11 channels,4,7
0.6282051282051282,5.5,3Hz width 11 channels,4,7
0.5,5.5,3Hz width 11 channels,4,7
0.5384615384615384,7.5,3Hz width 11 channels,6,9
0.5384615384615384,7.5,3Hz width 11 channels,6,9
0.5256410256410257,7.5,3Hz width 11 channels,6,9
0.47435897435897434,7.5,3Hz width 11 channels,6,9
0.5384615384615384,7.5,3Hz width 11 channels,6,9
0.5128205128205128,7.5,3Hz width 11 channels,6,9
0.5256410256410257,7.5,3Hz width 11 channels,6,9
0.5897435897435898,7.5,3Hz width 11 channels,6,9
0.4358974358974359,7.5,3Hz width 11 channels,6,9
0.6410256410256411,7.5,3Hz width 11 channels,6,9
0.5256410256410257,9.5,3Hz width 11 channels,8,11
0.5256410256410257,9.5,3Hz width 11 channels,8,11
0.5128205128205128,9.5,3Hz width 11 channels,8,11
0.5512820512820513,9.5,3Hz width 11 channels,8,11
0.5512820512820513,9.5,3Hz width 11 channels,8,11
0.4230769230769231,9.5,3Hz width 11 channels,8,11
0.47435897435897434,9.5,3Hz width 11 channels,8,11
0.48717948717948717,9.5,3Hz width 11 channels,8,11
0.4230769230769231,9.5,3Hz width 11 channels,8,11
0.44871794871794873,9.5,3Hz width 11 channels,8,11
0.5,11.5,3Hz width 11 channels,10,13
0.48717948717948717,11.5,3Hz width 11 channels,10,13
0.3974358974358974,11.5,3Hz width 11 channels,10,13
0.47435897435897434,11.5,3Hz width 11 channels,10,13
0.5,11.5,3Hz width 11 channels,10,13
0.4358974358974359,11.5,3Hz width 11 channels,10,13
0.47435897435897434,11.5,3Hz width 11 channels,10,13
0.48717948717948717,11.5,3Hz width 11 channels,10,13
0.48717948717948717,11.5,3Hz width 11 channels,10,13
0.5384615384615384,11.5,3Hz width 11 channels,10,13
0.5641025641025641,13.5,3Hz width 11 channels,12,15
0.48717948717948717,13.5,3Hz width 11 channels,12,15
0.4358974358974359,13.5,3Hz width 11 channels,12,15
0.6410256410256411,13.5,3Hz width 11 channels,12,15
0.48717948717948717,13.5,3Hz width 11 channels,12,15
0.358974358974359,13.5,3Hz width 11 channels,12,15
0.44871794871794873,13.5,3Hz width 11 channels,12,15
0.5,13.5,3Hz width 11 channels,12,15
0.5897435897435898,13.5,3Hz width 11 channels,12,15
0.6025641025641025,13.5,3Hz width 11 channels,12,15
0.4358974358974359,15.5,3Hz width 11 channels,14,17
0.47435897435897434,15.5,3Hz width 11 channels,14,17
0.5769230769230769,15.5,3Hz width 11 channels,14,17
0.44871794871794873,15.5,3Hz width 11 channels,14,17
0.5769230769230769,15.5,3Hz width 11 channels,14,17
0.5769230769230769,15.5,3Hz width 11 channels,14,17
0.358974358974359,15.5,3Hz width 11 channels,14,17
0.6025641025641025,15.5,3Hz width 11 channels,14,17
0.5,15.5,3Hz width 11 channels,14,17
0.5256410256410257,15.5,3Hz width 11 channels,14,17
0.5384615384615384,7.0,6Hz width 11 channels,4,10
0.5512820512820513,7.0,6Hz width 11 channels,4,10
0.48717948717948717,7.0,6Hz width 11 channels,4,10
0.6025641025641025,7.0,6Hz width 11 channels,4,10
0.48717948717948717,7.0,6Hz width 11 channels,4,10
0.4358974358974359,7.0,6Hz width 11 channels,4,10
0.47435897435897434,7.0,6Hz width 11 channels,4,10
0.46153846153846156,7.0,6Hz width 11 channels,4,10
0.48717948717948717,7.0,6Hz width 11 channels,4,10
0.5,7.0,6Hz width 11 channels,4,10
0.5256410256410257,11.0,6Hz width 11 channels,8,14
0.5384615384615384,11.0,6Hz width 11 channels,8,14
0.44871794871794873,11.0,6Hz width 11 channels,8,14
0.46153846153846156,11.0,6Hz width 11 channels,8,14
0.46153846153846156,11.0,6Hz width 11 channels,8,14
0.5897435897435898,11.0,6Hz width 11 channels,8,14
0.4230769230769231,11.0,6Hz width 11 channels,8,14
0.38461538461538464,11.0,6Hz width 11 channels,8,14
0.48717948717948717,11.0,6Hz width 11 channels,8,14
0.38461538461538464,11.0,6Hz width 11 channels,8,14
0.47435897435897434,15.0,6Hz width 11 channels,12,18
0.5641025641025641,15.0,6Hz width 11 channels,12,18
0.46153846153846156,15.0,6Hz width 11 channels,12,18
0.5512820512820513,15.0,6Hz width 11 channels,12,18
0.46153846153846156,15.0,6Hz width 11 channels,12,18
0.3076923076923077,15.0,6Hz width 11 channels,12,18
0.48717948717948717,15.0,6Hz width 11 channels,12,18
0.5,15.0,6Hz width 11 channels,12,18
0.5256410256410257,15.0,6Hz width 11 channels,12,18
0.5128205128205128,15.0,6Hz width 11 channels,12,18
