accuracy,frequency,configuration,frequency_start,frequency_end
0.5,4.5,1Hz width 11 channels,4,5
0.75,4.5,1Hz width 11 channels,4,5
0.5,4.5,1Hz width 11 channels,4,5
0.75,4.5,1Hz width 11 channels,4,5
0.625,4.5,1Hz width 11 channels,4,5
0.75,4.5,1Hz width 11 channels,4,5
0.75,4.5,1Hz width 11 channels,4,5
0.875,4.5,1Hz width 11 channels,4,5
0.875,4.5,1Hz width 11 channels,4,5
0.5,4.5,1Hz width 11 channels,4,5
0.375,5.5,1Hz width 11 channels,5,6
0.75,5.5,1Hz width 11 channels,5,6
0.625,5.5,1Hz width 11 channels,5,6
0.5,5.5,1Hz width 11 channels,5,6
0.5,5.5,1Hz width 11 channels,5,6
0.75,5.5,1Hz width 11 channels,5,6
0.5,5.5,1Hz width 11 channels,5,6
0.625,5.5,1Hz width 11 channels,5,6
0.75,5.5,1Hz width 11 channels,5,6
0.375,5.5,1Hz width 11 channels,5,6
0.375,6.5,1Hz width 11 channels,6,7
0.75,6.5,1Hz width 11 channels,6,7
0.625,6.5,1Hz width 11 channels,6,7
0.625,6.5,1Hz width 11 channels,6,7
0.75,6.5,1Hz width 11 channels,6,7
0.625,6.5,1Hz width 11 channels,6,7
0.875,6.5,1Hz width 11 channels,6,7
0.625,6.5,1Hz width 11 channels,6,7
0.75,6.5,1Hz width 11 channels,6,7
0.5,6.5,1Hz width 11 channels,6,7
0.625,7.5,1Hz width 11 channels,7,8
0.375,7.5,1Hz width 11 channels,7,8
0.5,7.5,1Hz width 11 channels,7,8
0.625,7.5,1Hz width 11 channels,7,8
0.875,7.5,1Hz width 11 channels,7,8
0.75,7.5,1Hz width 11 channels,7,8
0.625,7.5,1Hz width 11 channels,7,8
0.75,7.5,1Hz width 11 channels,7,8
0.375,7.5,1Hz width 11 channels,7,8
0.375,7.5,1Hz width 11 channels,7,8
0.5,8.5,1Hz width 11 channels,8,9
0.875,8.5,1Hz width 11 channels,8,9
0.5,8.5,1Hz width 11 channels,8,9
0.5,8.5,1Hz width 11 channels,8,9
0.625,8.5,1Hz width 11 channels,8,9
0.75,8.5,1Hz width 11 channels,8,9
0.625,8.5,1Hz width 11 channels,8,9
1.0,8.5,1Hz width 11 channels,8,9
0.75,8.5,1Hz width 11 channels,8,9
0.625,8.5,1Hz width 11 channels,8,9
0.625,9.5,1Hz width 11 channels,9,10
0.75,9.5,1Hz width 11 channels,9,10
0.5,9.5,1Hz width 11 channels,9,10
0.75,9.5,1Hz width 11 channels,9,10
0.625,9.5,1Hz width 11 channels,9,10
0.75,9.5,1Hz width 11 channels,9,10
0.875,9.5,1Hz width 11 channels,9,10
1.0,9.5,1Hz width 11 channels,9,10
0.75,9.5,1Hz width 11 channels,9,10
0.625,9.5,1Hz width 11 channels,9,10
0.625,10.5,1Hz width 11 channels,10,11
0.875,10.5,1Hz width 11 channels,10,11
0.625,10.5,1Hz width 11 channels,10,11
0.625,10.5,1Hz width 11 channels,10,11
0.875,10.5,1Hz width 11 channels,10,11
0.75,10.5,1Hz width 11 channels,10,11
0.75,10.5,1Hz width 11 channels,10,11
0.5,10.5,1Hz width 11 channels,10,11
0.75,10.5,1Hz width 11 channels,10,11
0.625,10.5,1Hz width 11 channels,10,11
0.625,11.5,1Hz width 11 channels,11,12
0.625,11.5,1Hz width 11 channels,11,12
0.625,11.5,1Hz width 11 channels,11,12
0.625,11.5,1Hz width 11 channels,11,12
0.875,11.5,1Hz width 11 channels,11,12
0.75,11.5,1Hz width 11 channels,11,12
0.75,11.5,1Hz width 11 channels,11,12
0.875,11.5,1Hz width 11 channels,11,12
0.75,11.5,1Hz width 11 channels,11,12
0.625,11.5,1Hz width 11 channels,11,12
0.5,12.5,1Hz width 11 channels,12,13
0.75,12.5,1Hz width 11 channels,12,13
0.625,12.5,1Hz width 11 channels,12,13
0.5,12.5,1Hz width 11 channels,12,13
0.625,12.5,1Hz width 11 channels,12,13
0.75,12.5,1Hz width 11 channels,12,13
0.625,12.5,1Hz width 11 channels,12,13
0.75,12.5,1Hz width 11 channels,12,13
0.5,12.5,1Hz width 11 channels,12,13
0.5,12.5,1Hz width 11 channels,12,13
0.875,13.5,1Hz width 11 channels,13,14
0.75,13.5,1Hz width 11 channels,13,14
0.625,13.5,1Hz width 11 channels,13,14
0.75,13.5,1Hz width 11 channels,13,14
0.875,13.5,1Hz width 11 channels,13,14
0.75,13.5,1Hz width 11 channels,13,14
0.625,13.5,1Hz width 11 channels,13,14
1.0,13.5,1Hz width 11 channels,13,14
0.75,13.5,1Hz width 11 channels,13,14
0.5,13.5,1Hz width 11 channels,13,14
0.75,14.5,1Hz width 11 channels,14,15
0.75,14.5,1Hz width 11 channels,14,15
0.5,14.5,1Hz width 11 channels,14,15
0.75,14.5,1Hz width 11 channels,14,15
0.75,14.5,1Hz width 11 channels,14,15
0.75,14.5,1Hz width 11 channels,14,15
0.875,14.5,1Hz width 11 channels,14,15
0.875,14.5,1Hz width 11 channels,14,15
0.75,14.5,1Hz width 11 channels,14,15
0.75,14.5,1Hz width 11 channels,14,15
0.625,15.5,1Hz width 11 channels,15,16
0.75,15.5,1Hz width 11 channels,15,16
0.75,15.5,1Hz width 11 channels,15,16
0.75,15.5,1Hz width 11 channels,15,16
0.625,15.5,1Hz width 11 channels,15,16
0.625,15.5,1Hz width 11 channels,15,16
0.625,15.5,1Hz width 11 channels,15,16
0.625,15.5,1Hz width 11 channels,15,16
0.75,15.5,1Hz width 11 channels,15,16
0.625,15.5,1Hz width 11 channels,15,16
0.625,5.5,3Hz width 11 channels,4,7
0.625,5.5,3Hz width 11 channels,4,7
0.5,5.5,3Hz width 11 channels,4,7
0.625,5.5,3Hz width 11 channels,4,7
0.75,5.5,3Hz width 11 channels,4,7
0.75,5.5,3Hz width 11 channels,4,7
0.625,5.5,3Hz width 11 channels,4,7
0.875,5.5,3Hz width 11 channels,4,7
0.75,5.5,3Hz width 11 channels,4,7
0.5,5.5,3Hz width 11 channels,4,7
0.5,7.5,3Hz width 11 channels,6,9
0.75,7.5,3Hz width 11 channels,6,9
0.625,7.5,3Hz width 11 channels,6,9
0.625,7.5,3Hz width 11 channels,6,9
0.75,7.5,3Hz width 11 channels,6,9
0.5,7.5,3Hz width 11 channels,6,9
0.5,7.5,3Hz width 11 channels,6,9
0.875,7.5,3Hz width 11 channels,6,9
0.625,7.5,3Hz width 11 channels,6,9
0.625,7.5,3Hz width 11 channels,6,9
0.625,9.5,3Hz width 11 channels,8,11
0.875,9.5,3Hz width 11 channels,8,11
0.625,9.5,3Hz width 11 channels,8,11
0.75,9.5,3Hz width 11 channels,8,11
0.875,9.5,3Hz width 11 channels,8,11
0.75,9.5,3Hz width 11 channels,8,11
0.875,9.5,3Hz width 11 channels,8,11
1.0,9.5,3Hz width 11 channels,8,11
0.75,9.5,3Hz width 11 channels,8,11
0.5,9.5,3Hz width 11 channels,8,11
0.625,11.5,3Hz width 11 channels,10,13
0.875,11.5,3Hz width 11 channels,10,13
0.625,11.5,3Hz width 11 channels,10,13
0.5,11.5,3Hz width 11 channels,10,13
0.875,11.5,3Hz width 11 channels,10,13
0.75,11.5,3Hz width 11 channels,10,13
0.625,11.5,3Hz width 11 channels,10,13
0.75,11.5,3Hz width 11 channels,10,13
0.625,11.5,3Hz width 11 channels,10,13
0.625,11.5,3Hz width 11 channels,10,13
0.625,13.5,3Hz width 11 channels,12,15
0.75,13.5,3Hz width 11 channels,12,15
0.625,13.5,3Hz width 11 channels,12,15
0.625,13.5,3Hz width 11 channels,12,15
0.75,13.5,3Hz width 11 channels,12,15
0.75,13.5,3Hz width 11 channels,12,15
0.625,13.5,3Hz width 11 channels,12,15
1.0,13.5,3Hz width 11 channels,12,15
0.625,13.5,3Hz width 11 channels,12,15
0.375,13.5,3Hz width 11 channels,12,15
0.625,15.5,3Hz width 11 channels,14,17
0.75,15.5,3Hz width 11 channels,14,17
0.75,15.5,3Hz width 11 channels,14,17
0.75,15.5,3Hz width 11 channels,14,17
0.75,15.5,3Hz width 11 channels,14,17
0.75,15.5,3Hz width 11 channels,14,17
0.75,15.5,3Hz width 11 channels,14,17
1.0,15.5,3Hz width 11 channels,14,17
0.625,15.5,3Hz width 11 channels,14,17
0.625,15.5,3Hz width 11 channels,14,17
0.625,7.0,6Hz width 11 channels,4,10
0.875,7.0,6Hz width 11 channels,4,10
0.625,7.0,6Hz width 11 channels,4,10
0.625,7.0,6Hz width 11 channels,4,10
0.5,7.0,6Hz width 11 channels,4,10
0.75,7.0,6Hz width 11 channels,4,10
0.625,7.0,6Hz width 11 channels,4,10
1.0,7.0,6Hz width 11 channels,4,10
0.75,7.0,6Hz width 11 channels,4,10
0.375,7.0,6Hz width 11 channels,4,10
0.75,11.0,6Hz width 11 channels,8,14
0.75,11.0,6Hz width 11 channels,8,14
0.625,11.0,6Hz width 11 channels,8,14
0.75,11.0,6Hz width 11 channels,8,14
0.625,11.0,6Hz width 11 channels,8,14
0.875,11.0,6Hz width 11 channels,8,14
0.75,11.0,6Hz width 11 channels,8,14
1.0,11.0,6Hz width 11 channels,8,14
0.625,11.0,6Hz width 11 channels,8,14
0.5,11.0,6Hz width 11 channels,8,14
0.5,15.0,6Hz width 11 channels,12,18
0.75,15.0,6Hz width 11 channels,12,18
0.75,15.0,6Hz width 11 channels,12,18
0.75,15.0,6Hz width 11 channels,12,18
1.0,15.0,6Hz width 11 channels,12,18
0.75,15.0,6Hz width 11 channels,12,18
0.375,15.0,6Hz width 11 channels,12,18
0.875,15.0,6Hz width 11 channels,12,18
0.75,15.0,6Hz width 11 channels,12,18
0.25,15.0,6Hz width 11 channels,12,18
