accuracy,frequency,configuration,frequency_start,frequency_end
0.5454545454545454,14.5,1Hz width 11 channels,14,15
0.44155844155844154,14.5,1Hz width 11 channels,14,15
0.4025974025974026,15.5,1Hz width 11 channels,15,16
0.6363636363636364,15.5,1Hz width 11 channels,15,16
0.5194805194805194,15.5,1Hz width 11 channels,15,16
0.5194805194805194,15.5,1Hz width 11 channels,15,16
0.5454545454545454,15.5,1Hz width 11 channels,15,16
0.5324675324675324,15.5,1Hz width 11 channels,15,16
0.45454545454545453,15.5,1Hz width 11 channels,15,16
0.5064935064935064,15.5,1Hz width 11 channels,15,16
0.4935064935064935,15.5,1Hz width 11 channels,15,16
0.5194805194805194,15.5,1Hz width 11 channels,15,16
0.5324675324675324,5.5,3Hz width 11 channels,4,7
0.5974025974025974,5.5,3Hz width 11 channels,4,7
0.5844155844155844,5.5,3Hz width 11 channels,4,7
0.6233766233766234,5.5,3Hz width 11 channels,4,7
0.5454545454545454,5.5,3Hz width 11 channels,4,7
0.6363636363636364,5.5,3Hz width 11 channels,4,7
0.5584415584415584,5.5,3Hz width 11 channels,4,7
0.5844155844155844,5.5,3Hz width 11 channels,4,7
0.5324675324675324,5.5,3Hz width 11 channels,4,7
0.5064935064935064,5.5,3Hz width 11 channels,4,7
0.5064935064935064,7.5,3Hz width 11 channels,6,9
0.4935064935064935,7.5,3Hz width 11 channels,6,9
0.5454545454545454,7.5,3Hz width 11 channels,6,9
0.4935064935064935,7.5,3Hz width 11 channels,6,9
0.5974025974025974,7.5,3Hz width 11 channels,6,9
0.45454545454545453,7.5,3Hz width 11 channels,6,9
0.44155844155844154,7.5,3Hz width 11 channels,6,9
0.5584415584415584,7.5,3Hz width 11 channels,6,9
0.5714285714285714,7.5,3Hz width 11 channels,6,9
0.5194805194805194,7.5,3Hz width 11 channels,6,9
0.5714285714285714,9.5,3Hz width 11 channels,8,11
0.45454545454545453,9.5,3Hz width 11 channels,8,11
0.5974025974025974,9.5,3Hz width 11 channels,8,11
0.5844155844155844,9.5,3Hz width 11 channels,8,11
0.4935064935064935,9.5,3Hz width 11 channels,8,11
0.4935064935064935,9.5,3Hz width 11 channels,8,11
0.5584415584415584,9.5,3Hz width 11 channels,8,11
0.5064935064935064,9.5,3Hz width 11 channels,8,11
0.5714285714285714,9.5,3Hz width 11 channels,8,11
0.5584415584415584,9.5,3Hz width 11 channels,8,11
0.5324675324675324,11.5,3Hz width 11 channels,10,13
0.4675324675324675,11.5,3Hz width 11 channels,10,13
0.44155844155844154,11.5,3Hz width 11 channels,10,13
0.4675324675324675,11.5,3Hz width 11 channels,10,13
0.5714285714285714,11.5,3Hz width 11 channels,10,13
0.5324675324675324,11.5,3Hz width 11 channels,10,13
0.38961038961038963,11.5,3Hz width 11 channels,10,13
0.5714285714285714,11.5,3Hz width 11 channels,10,13
0.5454545454545454,11.5,3Hz width 11 channels,10,13
0.5194805194805194,11.5,3Hz width 11 channels,10,13
0.5324675324675324,13.5,3Hz width 11 channels,12,15
0.5714285714285714,13.5,3Hz width 11 channels,12,15
0.42857142857142855,13.5,3Hz width 11 channels,12,15
0.5324675324675324,13.5,3Hz width 11 channels,12,15
0.4935064935064935,13.5,3Hz width 11 channels,12,15
0.4805194805194805,13.5,3Hz width 11 channels,12,15
0.42857142857142855,13.5,3Hz width 11 channels,12,15
0.44155844155844154,13.5,3Hz width 11 channels,12,15
0.5454545454545454,13.5,3Hz width 11 channels,12,15
0.5194805194805194,13.5,3Hz width 11 channels,12,15
0.4675324675324675,15.5,3Hz width 11 channels,14,17
0.5194805194805194,15.5,3Hz width 11 channels,14,17
0.4935064935064935,15.5,3Hz width 11 channels,14,17
0.5194805194805194,15.5,3Hz width 11 channels,14,17
0.5844155844155844,15.5,3Hz width 11 channels,14,17
0.4675324675324675,15.5,3Hz width 11 channels,14,17
0.4935064935064935,15.5,3Hz width 11 channels,14,17
0.4805194805194805,15.5,3Hz width 11 channels,14,17
0.4805194805194805,15.5,3Hz width 11 channels,14,17
0.5584415584415584,15.5,3Hz width 11 channels,14,17
0.5974025974025974,7.0,6Hz width 11 channels,4,10
0.5324675324675324,7.0,6Hz width 11 channels,4,10
0.5064935064935064,7.0,6Hz width 11 channels,4,10
0.6103896103896104,7.0,6Hz width 11 channels,4,10
0.5324675324675324,7.0,6Hz width 11 channels,4,10
0.5974025974025974,7.0,6Hz width 11 channels,4,10
0.45454545454545453,7.0,6Hz width 11 channels,4,10
0.5844155844155844,7.0,6Hz width 11 channels,4,10
0.6753246753246753,7.0,6Hz width 11 channels,4,10
0.5454545454545454,7.0,6Hz width 11 channels,4,10
0.5454545454545454,11.0,6Hz width 11 channels,8,14
0.4675324675324675,11.0,6Hz width 11 channels,8,14
0.6233766233766234,11.0,6Hz width 11 channels,8,14
0.5324675324675324,11.0,6Hz width 11 channels,8,14
0.5324675324675324,11.0,6Hz width 11 channels,8,14
0.5584415584415584,11.0,6Hz width 11 channels,8,14
0.6103896103896104,11.0,6Hz width 11 channels,8,14
0.5324675324675324,11.0,6Hz width 11 channels,8,14
0.5064935064935064,11.0,6Hz width 11 channels,8,14
0.6103896103896104,11.0,6Hz width 11 channels,8,14
0.44155844155844154,15.0,6Hz width 11 channels,12,18
0.4935064935064935,15.0,6Hz width 11 channels,12,18
0.4675324675324675,15.0,6Hz width 11 channels,12,18
0.6103896103896104,15.0,6Hz width 11 channels,12,18
0.5324675324675324,15.0,6Hz width 11 channels,12,18
0.4935064935064935,15.0,6Hz width 11 channels,12,18
0.5454545454545454,15.0,6Hz width 11 channels,12,18
0.5324675324675324,15.0,6Hz width 11 channels,12,18
0.5064935064935064,15.0,6Hz width 11 channels,12,18
0.5064935064935064,15.0,6Hz width 11 channels,12,18
